Price,Close,High,Low,Open,Volume
2000-03-17,21.954673767089844,21.954673767089844,21.954673767089844,21.954673767089844,0
2000-03-20,21.954673767089844,21.954673767089844,21.954673767089844,21.954673767089844,0
2000-03-21,22.58130645751953,23.10223900913041,20.422076950219967,21.59228906142617,5317329
2000-03-22,22.128318786621094,23.177734307931097,21.516788943392623,23.10223651810804,3838207
2000-03-23,20.565523147583008,22.27176746396689,20.459827727504877,22.19627116473749,2233876
2000-03-24,20.422075271606445,20.66366820523226,19.810545412704474,19.810545412704474,1619042
2000-03-27,20.43717193603516,20.807110311819937,20.104983202230148,20.384324240733918,1540735
2000-03-28,20.157835006713867,20.68631653673195,19.65200055960613,20.271079438618933,2961249
2000-03-29,20.36922645568848,21.124201326226935,20.08233636557798,20.42207415558499,4678469
2000-03-30,19.13861846923828,20.180483467549152,18.74602995935893,20.16538390947687,4667469
2000-03-31,20.58062171936035,20.671219077554472,18.345895901259688,18.768682069939864,5272686
2000-04-03,21.54698944091797,22.03017382387519,20.384327911769454,20.83731317686108,8754650
2000-04-04,19.825645446777344,21.290298133351804,19.825645446777344,21.290298133351804,3347962
2000-04-05,20.16537857055664,20.535316893937797,18.91212009104246,19.100863765528725,2701614
2000-04-06,19.433053970336918,20.535318498103194,18.557282771382308,20.097432898625893,3187158
2000-04-07,20.958106994628903,20.98830610867072,19.47835491525637,19.750146941632693,5058623
2000-04-10,21.08645439147949,21.871628422037837,20.399426739017883,20.988308013382763,6369645
2000-04-11,20.82975959777832,21.290295326388957,19.961538843426265,20.686314560354248,2863634
2000-04-12,20.422075271606445,21.139302038969717,20.233331543657403,21.139302038969717,2430692
2000-04-13,19.478355407714844,20.37677681883483,18.798878330379484,19.327359833688256,4579675
2000-04-14,19.478355407714844,19.478355407714844,19.478355407714844,19.478355407714844,0
2000-04-17,19.901142120361328,20.535322047764115,17.968406228209027,19.191465906529903,7003338
2000-04-18,18.368541717529297,20.6863138231367,18.3156925194356,20.369224646142623,6960991
2000-04-19,18.80643081665039,19.297164228941504,17.515422281671043,18.86682754965096,5853793
2000-04-20,18.52708625793457,19.025368604963838,17.81740862197127,18.57993395299906,5326231
2000-04-21,18.52708625793457,18.52708625793457,18.52708625793457,18.52708625793457,0
2000-04-24,18.98007583618164,19.62935389507573,18.496891430475813,18.72338332223885,4159664
2000-04-25,19.24431800842285,19.38776308948953,18.126954979631176,18.730934426532205,5104143
2000-04-26,20.22578239440918,20.459824796006917,18.723381607573085,19.32736093222436,10018921
2000-04-27,19.508554458618164,20.384325779319425,19.25941251373645,20.233330205787432,3536924
2000-04-28,19.282066345214844,19.712401559001076,18.98762567110193,19.576507019327757,2827168
2000-05-01,19.282066345214844,19.282066345214844,19.282066345214844,19.282066345214844,0
2000-05-02,19.078218460083008,19.402858176955384,18.34589221612144,19.176364826965795,3808097
2000-05-03,19.22921371459961,19.40285937845716,18.57238521329449,18.87437486242226,1807378
2000-05-04,19.765247344970703,20.376777176164016,19.2518638871697,19.47835574928922,2822957
2000-05-05,21.320497512817383,21.77348277691041,19.71239975014253,20.082338191734397,6507661
2000-05-08,21.818775177001957,23.0267351159972,21.02605226544768,21.84897428819373,8401080
2000-05-09,21.871625900268555,22.27176189716206,20.85240958360689,21.592284853684976,3798600
2000-05-10,21.71308135986328,22.09056877414845,21.222346518978892,22.030170547400093,1647717
2000-05-11,20.84485626220703,21.59228196195796,20.625913471546166,21.59228196195796,1785675
2000-05-12,19.493453979492188,21.59228483788025,19.191464349600317,20.988305578096504,3645602
2000-05-15,19.674650192260746,19.984188873146213,18.874375130915915,19.17636628723177,1597886
2000-05-16,20.082334518432617,20.67121420201573,19.49345333195749,19.78034339568023,2281853
2000-05-17,20.22578239440918,20.83731224963702,20.00683955107234,20.384327004702445,2404657
2000-05-18,19.742595672607425,20.912807540690263,19.60669966450656,20.08233494141355,3259980
2000-05-19,19.750146865844727,20.10498420013624,19.56140315525372,19.568952182289152,1337876
2000-05-22,19.6595516204834,20.067238199065415,19.49345647617906,19.49345647617906,919367
2000-05-23,19.463253021240234,19.92378870363431,19.176362975182627,19.780342177713575,1233654
2000-05-24,19.59160423278809,20.067238070454685,19.19146668461097,19.478356792769343,2188491
2000-05-25,18.360994338989254,19.74259870690174,18.21754928206013,19.6293527675253,6283897
2000-05-26,17.93065643310547,18.572385382661714,17.43992306093617,18.56483635523845,5599246
2000-05-29,18.557287216186523,19.36511136143201,17.938208308271275,17.938208308271275,7691929
2000-05-30,18.542186737060547,18.700732848780635,17.598468111707888,18.13450017067682,4760007
2000-05-31,18.768678665161133,19.478354836489743,18.595034511568944,19.40285855458261,5226587
2000-06-01,18.4742374420166,18.874373433818423,18.270394181278142,18.723379372129383,1636440
2000-06-02,17.945755004882812,19.010270009744588,17.447472632666486,18.587483919181697,8010542
2000-06-05,17.99105453491211,18.572385249340517,17.953306392282435,18.406291618299356,5962560
2000-06-06,18.006155014038086,18.27039653464531,17.96840686947659,18.119400950614825,3959252
2000-06-07,18.360994338989254,18.82907915816364,18.119401398567756,18.179801136565413,4133666
2000-06-08,19.455705642700195,19.629349790849897,18.391190667626084,18.421389780599256,9955795
2000-06-09,20.3088321685791,21.01850850432314,19.26696700565014,19.32736374458994,14566134
2000-06-12,20.72406578063965,21.516790372079328,20.1125358968064,20.53532354788807,9419033
2000-06-13,21.23159408569336,21.4930489684704,20.63178888675537,20.916312552625108,5471078
2000-06-14,20.55488586425781,21.439214534277117,20.48567646867375,21.293108191471745,3451724
2000-06-15,20.20884895324707,20.747136914268143,20.070433186131897,20.53182264832492,2026184
2000-06-16,20.34726333618164,20.53181970692937,19.839734847400496,20.001220906417203,4324058
2000-06-19,20.677927017211918,21.14700551822388,20.23960638196081,20.378023666373032,3320690
2000-06-20,20.777891159057617,21.0547241553844,20.63947389550675,20.916308422608484,1634264
2000-06-21,20.08580780029297,20.99320526439053,20.00890932093514,20.99320526439053,1551766
2000-06-22,20.0242919921875,20.24729685007371,19.87049501061937,20.101190482971568,1547148
2000-06-23,19.86280632019043,20.60871945688698,19.709010854499866,19.855117235754797,3841307
2000-06-26,19.39372444152832,19.70131685078072,19.22454777451322,19.70131685078072,1520133
2000-06-27,19.486003875732425,20.40878269356364,19.30144903063127,19.378345989804576,5363918
2000-06-28,19.516765594482425,19.893567474687043,19.455246795202047,19.655182892863262,2053283
2000-06-29,19.43217658996582,19.985842681454077,19.078443519968868,19.5475235647946,4050203
2000-06-30,18.993858337402344,19.532144754683586,18.86313012715554,19.22455076677968,1598653
2000-07-03,19.33220863342285,19.72438864019273,19.016925586648902,19.20917104818908,2378722
2000-07-04,18.963096618652344,19.50138454430703,18.84006055938645,19.378346954265904,2983490
2000-07-05,19.42448616027832,19.824356799395986,18.99385765425183,19.793597401711917,3074738
2000-07-06,19.962770462036133,20.37802072455104,19.24761689197713,19.83973289365395,5847703
2000-07-07,19.847421646118164,20.14732494867321,19.70131530148236,20.116567087864297,2541097
2000-07-10,20.170398712158203,20.739446023140253,19.693629591731383,19.693629591731383,4457831
2000-07-11,20.439542770385746,21.02396825191099,19.94739394909724,20.155019113486517,4410730
2000-07-12,20.36264038085937,21.331558139502235,20.247293429557224,20.900928194635952,6211382
2000-07-13,20.262680053710938,20.83941653820514,20.14733153219175,20.454925548542334,3510483
2000-07-14,19.56290054321289,20.34726200606624,19.47062236387132,20.30112291639545,2920399
2000-07-17,19.486003875732425,19.60904145964996,18.993856601612585,19.416796000166386,1732505
2000-07-18,19.13996124267578,19.60903969293614,19.093820622088675,19.378344243875706,3103549
2000-07-19,19.13996124267578,19.4783130371894,19.08613153917417,19.378344243875706,1474879
2000-07-20,18.73240089416504,19.37065603589854,18.59398361847672,19.37065603589854,1548771
2000-07-21,18.024938583374023,19.03230496881241,17.948040093879655,18.93233616708216,3457041
2000-07-24,16.348556518554688,17.8403809897226,16.14862045952907,17.73272464256077,4129084
2000-07-25,16.610015869140625,17.009886601702476,15.533441290943522,16.140937241004323,4359449
2000-07-26,15.940995216369627,16.294726710858097,15.28736040063223,15.379638581135753,7162833
2000-07-27,16.333175659179688,16.456213225207385,15.702609664062663,15.841026925843826,2168072
2000-07-28,16.002517700195312,16.4485274782223,15.871791013003,16.187074103837674,2821172
2000-07-31,14.233858108520508,16.040965982859998,14.080062638204074,15.779512611779309,9136453
2000-08-01,14.587590217590332,14.887493583907697,14.233857139169055,14.403033828848796,5685626
2000-08-02,15.125879287719728,15.37964360155386,14.572213085513924,14.626041276324743,4833987
2000-08-03,14.62603759765625,15.533436712371078,14.387653045550444,15.22584428509025,7398974
2000-08-04,14.372272491455078,14.764453999225628,14.303064620402946,14.556828855294174,3249402
2000-08-07,14.095440864562988,14.51069119331894,13.933954795688477,14.379964521446734,3052810
2000-08-08,14.187716484069824,14.37996346661978,14.080060133233973,14.14926800602489,4288547
2000-08-09,14.449172019958496,14.62603778269064,14.28768595532372,14.28768595532372,2681549
2000-08-10,14.249238014221191,14.602969553059811,14.226167700815283,14.426103783640505,1294714
2000-08-11,13.972399711608888,14.3568905452628,13.918571545976272,14.18771390491416,1679063
2000-08-14,13.39566707611084,14.026231662389806,13.195730992652727,14.026231662389806,4340522
2000-08-15,13.39566707611084,13.39566707611084,13.39566707611084,13.39566707611084,0
2000-08-16,13.772466659545898,13.980091792759026,13.549460299365151,13.657118172713622,2836525
2000-08-17,13.910882949829102,14.364581709461186,13.610981158262996,13.83398446579611,4379566
2000-08-18,13.780156135559082,14.064679757856092,13.610981003386549,13.68018887284122,2688302
2000-08-21,13.98778247833252,14.195407635337483,13.726327613097467,13.903194904967576,2519399
2000-08-22,14.203096389770508,14.303065189548828,13.88012427097548,14.026230632774414,3069410
2000-08-23,14.73369598388672,15.225844802733029,14.303065958743096,14.61065839648134,7352004
2000-08-24,14.48762035369873,14.879801885838656,14.303065509166824,14.633726718762578,2050351
2000-08-25,14.702936172485352,15.048978611918692,14.341514035059973,14.533759494572903,3700802
2000-08-28,16.110177993774414,16.363942321064684,14.726009353311754,14.749079672579386,15875930
2000-08-29,15.70261287689209,16.302419603225502,15.072048283533478,16.14862261422328,6929853
2000-08-30,15.302743911743164,15.741064613003148,15.1873969227499,15.533439420505108,2770700
2000-08-31,15.39502239227295,15.725685195394124,14.99515170066554,15.148948709274327,4594668
2000-09-01,15.39502239227295,15.39502239227295,15.39502239227295,15.39502239227295,0
2000-09-04,15.072050094604492,15.76413356672536,14.925943702883732,15.564198987773402,2678742
2000-09-05,15.54112434387207,15.702610391375664,14.995147415498014,15.225842862485294,4770955
2000-09-06,15.687233924865724,16.064034232929334,15.43346814030528,15.456538452890396,4726254
2000-09-07,15.733370780944824,16.217828954143826,15.610333201424403,15.687233219399769,4284848
2000-09-08,15.36426067352295,15.917928290242548,15.24122308519077,15.841029797534937,2447411
2000-09-11,14.895182609558104,15.61033478618502,14.672177739425448,15.53343782195328,3246475
2000-09-12,14.687556266784668,15.072047180373133,14.610657777911948,14.764454755657388,4522221
2000-09-13,14.679863929748535,14.918248451890689,14.641415455211876,14.802901497505763,1348328
2000-09-14,14.51069164276123,14.872112272569886,14.379964966840005,14.764455910502557,1119215
2000-09-15,14.04930305480957,14.518381605860618,13.995473339741594,14.518381605860618,2058220
2000-09-18,14.156960487365724,14.479932644022671,13.880125898138084,13.92626499634269,2153606
2000-09-19,13.772466659545898,14.18771539519718,13.595599387943068,13.933952704181111,2848407
2000-09-20,14.04160976409912,14.295373998854233,13.849364317257375,14.295373998854233,946717
2000-09-21,13.72632884979248,14.156960431330988,13.53408337342186,14.01854313726504,1145485
2000-09-22,13.21880054473877,13.687879032747542,13.095762962005264,13.64174146999762,1965077
2000-09-25,13.303387641906738,13.610981587744533,13.22648915544729,13.380286128366183,1016095
2000-09-26,12.688203811645508,13.38028798990442,12.611306079875174,13.288009793314838,2988797
2000-09-27,12.895829200744627,13.072694971232853,12.59592584008191,12.83431040565738,1346543
2000-09-28,12.51133918762207,13.226491406469274,12.457509472551612,13.226491406469274,1406915
2000-09-29,12.534406661987305,12.74203182367486,12.457508170477992,12.680513030467408,1789682
2000-10-02,12.534406661987305,12.534406661987305,12.534406661987305,12.534406661987305,0
2000-10-03,12.57285499572754,12.765100445168056,12.17298363427272,12.465197880811363,2703399
2000-10-04,12.965036392211914,13.218800643100469,12.642064265908356,12.765101084169814,1975185
2000-10-05,12.688203811645508,13.341839506713075,12.642065478738369,13.164973728637362,1377702
2000-10-06,12.419058799743652,12.749721544518469,12.265263349047938,12.749721544518469,1684449
2000-10-09,12.2960205078125,12.519025338858428,12.265261880588488,12.48826594624692,845522
2000-10-10,12.17298412322998,12.503646860628566,12.00380897816104,12.234503679833578,1997410
2000-10-11,11.973048210144045,12.296020296232426,11.857701255223189,12.149913949229346,1236822
2000-10-12,11.98073959350586,12.226813230923216,11.850012160403589,11.880771556427652,931855
2000-10-13,11.91922092437744,12.38061033872143,11.57317924631324,11.850012282609566,2388000
2000-10-16,11.780804634094238,12.288333185740434,11.688527202677982,11.911532079566443,1184607
2000-10-17,11.511661529541016,11.803875056706614,11.42707394708431,11.627009276601513,1710718
2000-10-18,11.588557243347168,11.65776510956812,11.419381353691822,11.627006483129628,1020311
2000-10-19,11.37324333190918,11.765424875452696,10.765747541688484,11.665456835921235,2217375
2000-10-20,11.234827041625977,11.673146128668415,10.996441727953016,11.527039766320938,3484208
2000-10-23,10.62733268737793,11.088722147378425,10.342809008453836,11.088722147378425,2925853
2000-10-24,10.542742729187012,10.7657468099005,10.481223939810851,10.758057726616023,1839601
2000-10-25,11.027201652526855,11.119479842893758,10.63502087424272,10.827267104173766,2820687
2000-10-26,11.165618896484377,11.227136924445553,10.919544488476882,11.150239198147183,678988
2000-10-27,11.057960510253906,11.219446558958724,10.996440958545511,11.219446558958724,752171
2000-10-30,10.873405456542969,11.119479865977963,10.842646825077743,11.073341536086328,617140
2000-10-31,10.788816452026367,10.881093864978686,10.734987514661473,10.773436755636396,1276325
2000-11-01,11.357865333557127,11.503971714892591,10.704230394379811,11.065651805498538,3296034
2000-11-02,11.896151542663574,12.073018074087123,11.457831669476056,11.488591066245371,4537323
2000-11-03,13.303387641906738,13.503323706701304,11.688525549358666,11.988428881162973,11596107
2000-11-06,13.66480827331543,14.095438219771468,12.841998384829289,13.34183619616713,11975827
2000-11-07,13.44180679321289,13.764778950635248,13.164973734104484,13.387977079792297,4452890
2000-11-08,13.234179496765137,13.826295534138572,13.164971625765338,13.680189178263968,2919319
2000-11-09,12.76510238647461,13.080384695965428,12.372921579357907,13.080384695965428,2285976
2000-11-10,12.17298412322998,13.14959263762173,12.088397316083078,12.76510095790912,7481477
2000-11-13,11.550108909606934,12.034567838094096,11.234826649433566,12.034567838094096,2861385
2000-11-14,11.91922092437744,12.149915631549437,11.5962487935692,11.603937877266931,3950000
2000-11-15,12.057636260986328,12.534405326781902,11.99611823971957,12.149914440967734,5245435
2000-11-16,12.080707550048828,12.534407136348737,12.003809821016931,12.119156797258588,3257773
2000-11-17,11.911529541015623,12.157603914662404,11.811562281170442,12.011496800860806,2804880
2000-11-20,12.74203109741211,13.041934431817126,11.742354591707972,11.84232262497216,11823252
2000-11-21,12.818930625915527,13.28800913933004,12.472888171123127,12.611305459195131,6608897
2000-11-22,12.465198516845703,13.118833384450074,12.380610178005256,13.118833384450074,2768425
2000-11-23,12.857378005981444,13.103453163699808,12.188363467097288,12.349850289349964,5119803
2000-11-24,13.487943649291992,13.634050004276476,12.918896395460273,12.918896395460273,11864540
2000-11-27,13.772466659545898,13.918573007988472,13.395664868213746,13.687877565098898,7603858
2000-11-28,14.156960487365724,14.45686232953272,13.703260120408071,13.703260120408071,9348480
2000-11-29,13.41873550415039,14.387653436826389,13.03424457689924,14.287686163127132,13947934
2000-11-30,13.51870346069336,13.903194363828147,13.22648921092185,13.49563314927122,6868250
2000-12-01,13.272629737854004,13.65712068255492,13.18035307451498,13.457186126082568,5385277
2000-12-04,13.641740798950195,14.072369255784242,13.418734425828,13.518703222269002,9438810
2000-12-05,13.918571472167969,14.272302914791794,13.826293305194412,13.918571472167969,8153661
2000-12-06,14.095440864562988,14.526070891820094,13.903195398686169,14.372273906808552,12292739
2000-12-07,14.93363094329834,14.995149738692705,13.93395511046562,13.93395511046562,28909292
2000-12-08,15.325812339782717,15.725682974928407,15.02590898072964,15.02590898072964,28130027
2000-12-11,15.379637718200684,15.65647224417836,15.264290764430791,15.502675285301873,12017339
2000-12-12,14.995149612426758,15.518057838100502,14.641418072662976,15.379640549628714,12986287
2000-12-13,15.11818504333496,15.256600781266048,14.918248988537265,15.072045953766262,5131372
2000-12-14,14.94132137298584,15.748751725594648,14.841352566321,15.20277471939722,15935602
2000-12-15,14.04160976409912,14.910560347212847,13.857054931134074,14.841350945422784,10079653
2000-12-18,14.426103591918944,14.53375995046502,13.534082611175,13.534082611175,8106821
2000-12-19,14.364583969116213,14.81059371589314,14.318446402213675,14.579899758279344,11023745
2000-12-20,14.272305488586426,14.4414821585464,14.08774912135736,14.379963369470046,5589164
2000-12-21,14.24155044555664,14.610661762021715,13.65712330153453,13.995475214062887,9780791
2000-12-22,13.380287170410156,14.418412991523242,13.241869884003345,14.295375403606077,8172061
2000-12-25,13.380287170410156,13.380287170410156,13.380287170410156,13.380287170410156,0
2000-12-26,12.842000007629396,13.649430302532377,12.76510075444748,13.380286360639678,7056065
2000-12-27,13.041935920715332,13.195731381750482,12.7651021008442,12.842001362137053,2876769
2000-12-28,13.357218742370604,13.464875103878564,13.126523258906596,13.14959357264062,3326337
2000-12-29,13.54946231842041,13.603292028503496,13.303388673444834,13.380287165866957,5815156
2001-01-01,13.695570945739746,13.941644603765573,13.387976959738358,13.60329274993933,5809249
2001-01-02,14.418414115905762,14.456862599740578,13.680191592384809,13.68788067684164,10470175
2001-01-03,15.633403778076172,15.917927420154417,14.456860730898624,14.456860730898624,36091475
2001-01-04,16.187070846557617,16.579250829217248,15.072046625863427,15.67954236944508,41068816
2001-01-05,15.925616264343262,16.494663539950114,15.771819289645435,16.302418086965385,30784984
2001-01-08,15.571884155273438,16.13324079519888,15.233532354707762,15.841028085270578,12693599
2001-01-09,15.233531951904297,15.979444934655872,15.148944386693296,15.656472839509316,13680696
2001-01-10,14.403035163879396,15.37964231788781,14.018544182470968,15.241225013501632,21037569
2001-01-11,14.418414115905762,14.626039296319489,14.226168635181027,14.40303441621677,10890197
2001-01-12,14.133891105651855,14.602971202968313,13.91857683059584,14.495313300052604,11189710
2001-01-15,13.741707801818848,14.003161116491269,13.610981144482636,14.003161116491269,5205786
2001-01-16,13.8570556640625,14.180027786915288,13.657119592769025,13.826296268478888,11787527
2001-01-17,13.39566707611084,14.049301975868742,13.157282511221476,13.918575302072206,10162693
2001-01-18,13.980093002319336,14.026230564114105,13.31876753959286,13.4418051197792,9190421
2001-01-19,14.04160976409912,14.287684915752587,13.872434628112416,14.056989461077462,8044560
2001-01-22,14.695245742797852,14.841352110170988,14.026231167898352,14.149268753381069,12603712
2001-01-23,14.579896926879885,14.91824871336771,14.51068905919089,14.695243883286532,6260905
2001-01-24,14.664484977722168,14.864421035470611,14.326133179999834,14.75676315822145,6563638
2001-01-25,14.418414115905762,14.764456593520414,14.318446833314978,14.764456593520414,5303239
2001-01-26,14.418414115905762,14.418414115905762,14.418414115905762,14.418414115905762,0
2001-01-29,14.6106595993042,14.726006581605082,13.787849492730878,14.3030671362434,7809415
2001-01-30,14.664484977722168,15.07204617620648,14.564517714235462,14.733694378484143,9963904
2001-01-31,14.449172019958496,14.995149006252296,14.26461717356525,14.733695669372214,13928260
2001-02-01,13.926263809204102,14.33382351243959,13.76477774464144,14.33382351243959,9085073
2001-02-02,13.8878173828125,14.103131657140608,13.81091888098982,13.880126767242537,5896589
2001-02-05,14.887491226196287,15.00283665472976,13.849364000094823,13.910882786599355,21206795
2001-02-06,15.771818161010742,16.071721474822805,15.056666106780046,15.056666106780046,21873197
2001-02-07,16.117856979370117,16.748422859496806,16.002510047641344,16.36393206655113,33101707
2001-02-08,16.28704071044922,16.525425289813835,15.72568396896974,15.994827947657232,19158109
2001-02-09,16.179384231567383,16.594634628063613,15.771822920188455,16.34087032678531,24830189
2001-02-12,15.218153953552246,16.410075205455758,14.92594121874399,16.410075205455758,17359623
2001-02-13,15.11049461364746,15.518055811078614,14.779833430542023,15.333499450556952,15614093
2001-02-14,15.464226722717283,15.6564737046334,15.002837333823804,15.072046737161635,16059465
2001-02-15,16.071725845336914,16.256282251955327,15.594956659014764,15.594956659014764,25685699
2001-02-16,16.68691062927246,17.263647044782086,16.10248359888624,16.10248359888624,58092350
2001-02-19,17.24057960510254,17.486653277148477,16.62539312882463,16.894537116522756,25882588
2001-02-20,16.856082916259766,17.478958322612588,16.771495351676045,17.22519562886143,21081852
2001-02-21,16.279348373413086,17.07140052604115,16.16400140353987,17.07140052604115,13408531
2001-02-22,15.817962646484377,16.571564891190775,15.687235960786635,16.164003603194498,11514215
2001-02-23,14.6106595993042,16.363939241068806,14.55683141577054,15.917929480781751,23018275
2001-02-26,15.033596992492676,15.287359680765377,14.241544943296953,14.610656117154925,17855379
2001-02-27,15.11049461364746,15.648782467727278,14.549137979889949,15.16432431752046,20000375
2001-02-28,15.82564926147461,16.32548714145905,14.841351668458204,15.287361371783597,33071978
2001-03-01,16.333175659179688,16.886841644754465,15.687231499084136,16.302416267672765,25505368
2001-03-02,14.73369598388672,16.76380852219944,14.549139602778652,16.640770934794066,18662306
2001-03-05,14.149267196655272,15.064356841840524,14.010849928216116,14.841350477301043,15493141
2001-03-06,14.149267196655272,14.149267196655272,14.149267196655272,14.149267196655272,0
2001-03-07,14.180027961730955,14.76445495424944,13.610982197969044,14.518379786546856,7240033
2001-03-08,14.19540786743164,14.53375969719859,14.10312967819288,14.303065754876863,5875209
2001-03-09,12.073018074035645,13.99547195284594,11.926910939382031,13.99547195284594,13395538
2001-03-12,11.450140953063965,12.38060874572784,11.319413535434029,12.280641485868909,6797745
2001-03-13,10.373565673828123,11.41938199290159,9.727621470875423,11.24251548000202,9601838
2001-03-14,11.46552276611328,11.765425366448016,10.458155541114843,10.611952531427663,5483231
2001-03-15,11.696216583251951,11.84232294738215,10.957993382903831,11.304035819005716,4702698
2001-03-16,11.234827041625977,12.242192645789578,10.965683098027936,11.534729615149097,6179884
2001-03-19,11.511661529541016,11.603938961801754,11.165619819134845,11.380934848260113,3604085
2001-03-20,11.250205993652344,11.688525051644309,11.119478572237844,11.61162733384682,4175507
2001-03-21,11.37324333190918,11.419383192465144,11.004132866725044,11.242516660986407,2634652
2001-03-22,10.858025550842283,11.534729159434912,10.76574660316256,11.30403523447949,2800560
2001-03-23,10.488913536071776,11.073340490306226,10.281288392311192,10.996441240049029,6637118
2001-03-26,10.33511734008789,10.7196082339725,10.227459461183184,10.56581202949616,2444489
2001-03-27,10.596571922302246,10.688849343176994,10.381256919744413,10.458154642908776,4392753
2001-03-28,10.758056640625,11.057959943171966,10.727297249041982,11.02719978620148,5145185
2001-03-29,10.665781021118164,10.98106254158998,10.550433283325017,10.7657475297637,3451171
2001-03-30,10.042903900146484,10.796505936303332,9.958315572852872,10.758056696624417,4388860
